PWS ID,lat,lng,FIPS
CA0110005,37.8134679000,-122.3079170000,06001
KS2005712,37.8500191000,-99.7567932000,20057
IA7872062,41.4774899000,-95.2219405000,19155
IA2529035,41.6144325000,-94.0174530000,19049
OH8400112,39.5478509000,-81.6395732000,39167
GA1630005,33.2076456000,-82.3917920000,13163
WA5311060,48.5392813000,-121.7462513000,53057
TX1900004,32.9315089000,-95.8713542000,48379
VA4119800,37.6376402000,-76.5743976000,51119
NC0428025,36.0307226000,-75.6760101000,37055
PA3060018,40.0230237000,-75.3151772000,42091
IA7537032,42.5883240000,-95.9675165000,19149
MD0020009,39.0284438000,-76.6013536000,24003
GA2170002,33.5178968000,-83.7343443000,13217
MD0210018,39.6548186000,-77.5727681000,24043
TX1140001,32.2503979000,-101.4787355000,48227
NE3113103,40.6601895000,-96.1824835000,31131
IL1310050,41.1997568000,-90.7493063000,17131
KS2007905,38.0466779000,-97.3450365000,20079
FL2160734,30.3556346000,-81.4136043000,12031
KS2005119,38.8527896000,-99.1475966000,20051
AR0000124,35.8916172000,-90.6583330000,05031
GA0510003,32.0800000000,-81.1000000000,13051
KS2012504,37.2242358000,-95.7083131000,20125
MO1010589,39.0050073000,-94.1293909000,29095
NJ1530004,39.6953970000,-74.2587527000,34029
ID3020012,44.9712808000,-116.2840176000,16003
MA2212000,42.2684877000,-72.0849557000,25027
PA6250049,42.0003337000,-80.3181193000,42049
NY4501785,42.8378490000,-73.7713200000,36091
TX1011237,29.7503969000,-95.4935119000,48201
TX1400003,33.9173148000,-102.3249022000,48279
LA1009013,30.9654672000,-91.9817867000,22009
TX0980004,36.2650314000,-101.4062723000,48195
MO6010866,38.9972723000,-90.7384580000,29113
AL0000814,32.6040661000,-85.5843632000,01081
CA5610002,34.3991639000,-118.9181540000,06111
CA1910086,33.9866807000,-118.1853490000,06037
OK1020301,35.2537080000,-95.1230169000,40061
KY1200411,38.0525760000,-84.7299464000,21239
TN0000319,36.5421738000,-82.1060683000,47163
AL0001342,33.9895503000,-87.4889033000,01127
ND2700006,47.8430756000,-103.6426980000,38053
WA5368400,46.4748738000,-117.6026896000,53023
TX2490010,33.1501180000,-97.6872521000,48497
LA1063024,30.4443635000,-91.1434108000,22033
SD4600085,43.1194328000,-96.9614370000,46125
GA0450006,33.7320520000,-84.9191081000,13045
WV3300404,38.6378762000,-80.8584357000,54007
MD0100020,39.5051006000,-77.5663773000,24021
CA2510001,41.4871146000,-120.5424555000,06049
NM3530608,32.8423345000,-104.4032962000,35015
IN5260001,39.2867117000,-86.7625058000,18119
GA0930003,32.2615496000,-83.7365656000,13093
GA1670002,32.7293279000,-82.7198590000,13167
MI0002840,44.6614039000,-84.7147512000,26039
IL1790300,40.4208735000,-89.4145404000,17179
OH5400212,40.4128241000,-84.7763511000,39107
MI0004730,46.3549984000,-85.5095586000,26095
PA3390073,40.5825021000,-75.6149893000,42077
IL0490500,39.0253213000,-88.5697716000,17049
CA1910154,34.1161196000,-118.1503488000,06037
MO2010165,39.7419808000,-92.2585152000,29205
UTAH25016,40.3882329000,-111.7256936000,49049
AR0000112,33.3515140000,-93.2957251000,05027
TX0220018,32.9418531000,-96.8002704000,48113
OR4100884,45.4562158000,-123.8440137000,41057
CT0450011,41.3253756000,-72.1931338000,09011
TX1080029,26.3017374000,-98.1633432000,48215
MD0170003,38.9906679000,-76.1577268000,24035
PA4600012,40.9175820000,-77.0477501000,42119
AZ0411017,33.0314508000,-111.3873431000,04021
KY0160294,37.2256023000,-86.6835998000,21031
IL1970300,41.4444791000,-87.6314312000,17197
IL1610100,41.4931320000,-90.3866074000,17161
OK2004104,35.8083932000,-97.0128070000,40081
ND0100476,46.0013946000,-102.6368239000,38001
PA7360099,40.1017643000,-76.0852270000,42071
WV3303703,39.3962109000,-81.2013363000,54073
TN0000317,35.0511972000,-86.2697099000,47051
PA7670082,39.7378811000,-76.7013609000,42133
TX1270006,32.6120643000,-99.8142586000,48253
CA1010023,36.6243940000,-119.3137301000,06019
TN0000251,36.3556149000,-85.6588665000,47087
TN0000310,36.0381160000,-88.2736553000,47017
NJ1532002,39.6031740000,-74.3401450000,34029
SD4600127,44.0494154000,-96.5953240000,46101
CA4910021,38.3332500000,-123.0480571000,06097
NE3104710,40.7390259000,-99.5376653000,31047
KS2019115,37.3939098000,-97.2811550000,20191
UTAH18010,40.6210656000,-111.8171374000,49035
TX0100017,29.7266131000,-99.0736462000,48019
CA1510011,35.4005170000,-119.4695619000,06029
MN1020006,45.1705157000,-93.1917398000,27003
IN5283008,39.8868141000,-87.4046363000,18165
MA1059000,42.2987566000,-72.9696779000,25013
WA5342650,46.9831822000,-120.4170102000,53037
VA2530125,37.7709845000,-79.3578201000,51163
AL0000824,34.0700000000,-85.9400000000,01055
TX0200037,28.9541368000,-95.3596617000,48039
AR0000560,33.2076300000,-92.6662674000,05139
AL0001006,31.0851775000,-88.0133325000,01097
IA6115097,41.4915674000,-94.1229834000,19121
WV3302926,39.6167961000,-78.7561222000,54057
MO1010808,38.4597395000,-94.0007746000,29083
CA1610003,36.3274502000,-119.6456844000,06031
TX0270001,30.7582376000,-98.2283585000,48053
TX1010507,29.7508512000,-95.4122817000,48201
KS2017714,39.1041660000,-95.8585978000,20177
KS2001305,39.8525033000,-95.5358156000,20013
OH2903312,39.8137298000,-84.0537448000,39057
MS0580004,34.2478831000,-88.9986730000,28115
WA5326800,47.1474103000,-122.3239890000,53053
TN0000274,36.1631574000,-82.8309861000,47059
NH1141010,43.1586356000,-71.9282781000,33011
CA5610040,32.7269669000,-117.1647094000,06073
MS0020014,34.7659252000,-88.5267170000,28003
PA6250056,42.0142229000,-80.3453435000,42049
TX0740035,33.7134955000,-96.1431799000,48147
WY5600005,44.3483072000,-106.6989375000,56019
MO4010811,36.9956066000,-91.0145714000,29035
NM3507429,36.4072485000,-105.5730665000,35055
WI2410589,43.1058437000,-88.0695338000,55133
NY2902859,40.6921650000,-73.6477342000,36059
TX2450001,26.4814565000,-97.7830510000,48489
KS2012301,39.4561178000,-98.1061595000,20123
WA5348000,46.3523219000,-124.0543234000,53049
MI0001030,44.2519526000,-85.4011619000,26165
PA7500021,40.5495268000,-77.1547054000,42099
MS0170025,34.9616778000,-90.0466559000,28033
NC0111484,35.6495900000,-82.2936293000,37021
TX1100002,33.5873164000,-102.3779600000,48219
TX0970001,31.7037655000,-98.1239231000,48193
LA1105026,30.8761751000,-90.5080634000,22105
AR0000255,36.2178800000,-91.7441475000,05065
OH6100103,39.8072948000,-81.4678991000,39121
ID2290030,46.9215603000,-116.8982195000,16057
IL0311620,41.6729486000,-87.9628840000,17031
PA6430059,41.2340022000,-80.5049445000,42085
PA6250040,42.0314456000,-80.2553407000,42049
UTAH18020,40.6530373000,-111.9673378000,49035
CO0119233,39.6552634000,-106.8286507000,08037
OH3800912,40.5545071000,-81.9179198000,39075
WA5366300,47.6098115000,-117.2454313000,53063
OH0400711,41.8650534000,-80.7898089000,39007
AL0001506,32.2505081000,-87.9492374000,01091
AL0001265,32.9440120000,-85.9538532000,01123
MO1024118,38.6533445000,-94.3488372000,29037
NE3101907,40.7493637000,-98.8465790000,31019
LA1119028,33.0059692000,-93.4668396000,22119
MN1540003,47.3511810000,-96.8262260000,27107
MN1130016,45.3980205000,-92.9874404000,27025
TX2270018,30.2962208000,-97.8299383000,48453
MS0390002,31.5537807000,-90.1073079000,28077
VA6685100,38.7657182000,-77.4811474000,51683
IL0575150,40.4910756000,-90.0548265000,17057
TN0000166,36.4722803000,-87.3612205000,47125
MS0140012,34.2565000000,-90.2720375000,28119
OR4101149,45.1156724000,-123.2073257000,41071
NC0158015,35.7973284000,-82.6840251000,37115
OR4100254,44.8084467000,-124.0631713000,41041
NM3528707,32.2777551000,-106.7455792000,35013
CA1910004,33.9414796000,-118.0712981000,06037
LA1063003,30.5021345000,-90.7478737000,22063
TX0740004,33.4248302000,-95.9463564000,48147
LA1061024,32.5301484000,-92.5143122000,22061
GA2370000,33.3267997000,-83.3884961000,13237
IA8156028,42.4997048000,-95.2930523000,19161
IN5263003,38.3386591000,-87.3450132000,18051
MN1560018,46.1527778000,-95.3252778000,27111
IL0550700,37.8985966000,-88.9233622000,17055
TX1050031,29.9974362000,-98.0986204000,48209
IL0450200,39.5528129000,-87.9394779000,17045
GA2230000,33.9244531000,-84.8413056000,13223
CA3710020,32.8102534000,-117.1323579000,06073
LA1111015,32.7734728000,-92.4056985000,22111
NM3512514,33.5453572000,-105.5722043000,35027
IA4728067,42.3462987000,-95.4716235000,19093
AR0000562,33.2076300000,-92.6662674000,05139
CA4910023,38.4739555000,-122.7520139000,06097
SC0220007,33.5049131000,-81.8617063000,45003
MT0000176,47.4164170000,-105.5882640000,30055
MA2103000,42.5924642000,-71.9875531000,25027
NJ1104001,40.2695538000,-74.5232089000,34021
CA4010015,35.4427511000,-120.8921254000,06079
CA2710001,36.6855670000,-121.5997835000,06053
AL0000314,34.7312005000,-87.7025300000,01033
PA6330011,41.0970071000,-78.8886436000,42065
CA1610005,36.3007835000,-119.7829107000,06031
NE3106104,40.0961242000,-98.9525807000,31061
MO4024100,37.3121152000,-89.6681023000,29031
SC4420007,34.5929168000,-81.4625992000,45087
MD0100019,39.2756621000,-77.0019423000,24027
OH1801212,41.5139193000,-81.6747295000,39035
KS2004105,38.9194442000,-97.3711370000,20041
TX0740006,33.5992726000,-96.3666506000,48147
OH4701511,41.1689421000,-82.2179354000,39093
AR0000258,35.9617389000,-91.7556996000,05065
PA5040022,40.6639104000,-80.2404959000,42007
KS2010702,38.3500206000,-94.7613475000,20107
TX0200004,29.0190224000,-95.4044268000,48039
IL1410100,42.1269692000,-89.2556618000,17141
MN1710009,45.4458332000,-93.9977778000,27141
WI6490338,45.5760664000,-92.4827001000,55095
FL3424000,28.7150611000,-81.4169093000,12117
NY1900030,42.2136987000,-74.2187541000,36039
ME0091560,43.5417803000,-70.4450350000,23031
TX2200014,32.7816615000,-97.3030592000,48439
IL1210350,38.6172710000,-89.0522867000,17121
IN5211002,39.4169861000,-87.0772360000,18021
AZ0403331,36.9455420000,-112.5265889000,04005
MS0310012,31.8668234000,-89.2633939000,28061
TX0700008,32.3873684000,-96.8461247000,48139
MO6024213,38.4725525000,-90.8868042000,29071
CA2710005,36.7619511000,-121.7517702000,06053
KY0570249,37.8806341000,-84.5729961000,21113
NY7003493,40.7379750000,-73.8801301000,36081
CA3410011,38.2546373000,-121.2999485000,06067
CA4310001,37.3456227000,-121.8847222000,06085
UTAH23008,40.7371524000,-114.0375102000,49045
AZ0410112,32.2021000000,-110.9469380000,04019
AR0000323,33.7217833000,-94.3968704000,05081
NY3903655,41.4200937000,-73.9545830000,36079
IL1310450,41.2030911000,-90.5870792000,17131
CO0101085,27.9444310000,-82.4971330000,12057
CA1910117,34.0749394000,-118.0341611000,06037
OK2004303,33.7934373000,-97.1430680000,40085
TN0000430,35.4817431000,-86.0885993000,47031
WA5399800,46.4020734000,-120.2619988000,53077
AL0001132,33.3742812000,-85.3996730000,01111
NM3509924,36.8222261000,-107.9928455000,35045
MS0620023,32.3645888000,-89.4742348000,28123
CO0130090,39.7555430000,-105.2210997000,08059
CA2710003,36.7619511000,-121.7517702000,06053
TN0000041,36.3170017000,-83.3575670000,47057
LA1011001,30.8463055000,-93.2890527000,22011
NJ1417001,40.7598227000,-74.4170970000,34027
NJ0113001,39.6437280000,-74.7571147000,34001
AZ0410063,32.2293340000,-110.8772009000,04019
WV3305001,38.3967129000,-82.5611885000,54099
IL1910050,38.5158815000,-88.4375481000,17191
OK2003805,35.0975577000,-98.7464552000,40075
MI0002870,42.1406124000,-83.1541796000,26163
CA1310008,33.0372674000,-115.6213817000,06025
LA1069003,31.8934954000,-93.1182202000,22069
LA1111013,32.7734728000,-92.4056985000,22111
IL0430552,38.5375177000,-90.0653341000,17163
IL0110100,41.3275349000,-89.1289728000,17099
WV3300202,39.4562099000,-77.9638869000,54003
MN1180002,46.3395312000,-94.2971695000,27035
KS2007302,37.8239167000,-96.2891703000,20073
PA4070022,40.4620172000,-78.1997320000,42013
MS0080006,33.5150291000,-89.9203592000,28015
FL2160053,30.3027384000,-81.9753865000,12031
NY5903432,41.0391000000,-73.8670000000,36119
WY5600052,44.7971939000,-106.9561791000,56033
MA4310003,41.7433685000,-70.6596000000,25023
PA5020047,40.4828051000,-80.0367259000,42003
CO0157800,37.9374939000,-107.8122852000,08113
WA5378170,47.2150945000,-123.1007066000,53045
OK2000505,35.2189409000,-99.5056465000,40009
OK3006121,34.9326018000,-95.7624547000,40121
AL0000338,31.4341907000,-86.9545924000,01035
NY5903429,41.0390683000,-73.8154394000,36119
CO0142600,37.3449960000,-108.2892487000,08083
OH3500711,41.3922726000,-84.1252243000,39069
PA6620028,41.8742261000,-79.1522674000,42123
AR0000168,33.2076300000,-92.6662674000,05139
IL0150200,42.0950233000,-89.9781797000,17015
AL0001047,31.4334985000,-87.4013750000,01099
IA2330036,41.8239952000,-90.5389662000,19045
AL0000255,31.7087681000,-87.7772218000,01025
NJ1224001,40.3981740000,-74.3910019000,34023
SD4600158,44.5213731000,-99.4415007000,46069
GA0510046,32.0335445000,-81.0498342000,13051
CA0310003,38.3929675000,-120.8024357000,06005
MD0060008,39.5420455000,-77.1080376000,24013
WA5312250,46.6652443000,-122.9698002000,53041
KS2020510,37.6792135000,-95.4572034000,20133
PA4140080,41.0142294000,-77.6580534000,42027
DE0000246,38.6412256000,-75.6110381000,10005
PA2080020,41.7859079000,-76.7880114000,42015
MA2328000,42.2638905000,-71.6080009000,25027
CA4710001,41.9673696000,-121.9180600000,06093
AL0000580,34.0772493000,-86.0019515000,01055
MA2348000,42.2530794000,-71.7741103000,25027
NY3202407,43.0041276000,-75.2600438000,36065
KS2005710,37.7527982000,-100.0170787000,20057
IN5256002,40.8664258000,-87.3636368000,18111
NH0611010,42.8806437000,-71.3273346000,33015
MO6010834,38.8211845000,-91.1391977000,29219
MN1280002,43.6346913000,-91.4968076000,27055
NV0000008,40.6421334000,-116.9342671000,32015
MO3010822,38.1867085000,-91.9471120000,29125
TX1740003,31.6032300000,-94.6550700000,48347
IL1110250,42.4222410000,-88.6137101000,17111
WI2650145,42.5025165000,-88.7289927000,55127
IL0315620,41.6770314000,-87.7151559000,17031
ID1280142,47.7179578000,-116.9515856000,16055
CA3110036,39.2597037000,-120.0549683000,06061
NC0351035,35.4448836000,-78.4269489000,37101
MO5010315,36.7376057000,-94.4081493000,29119
MI0003020,42.4330924000,-82.9240833000,26163
CO0143533,38.2183239000,-108.5687033000,08085
MO3010124,38.6275278000,-92.5665786000,29135
MS0340007,31.6040538000,-89.1956142000,28067
KS2004306,39.8597208000,-95.2696985000,20043
TX1230037,30.3081307000,-97.6819430000,48453
CA4510015,39.8100000000,-121.9400000000,06007
CA3600260,34.2244855000,-117.1382404000,06071
IA7607088,42.7294176000,-94.4477507000,19151
PA6170041,40.9661614000,-78.1450120000,42033
PA6170048,41.1210115000,-78.7583257000,42033
TX2180001,30.5668484000,-100.6434273000,48435
NJ1614001,40.9253725000,-74.2765441000,34031
CA2710008,36.3207998000,-121.2438138000,06053
LA1017027,32.5917234000,-93.8451731000,22017
TX2020002,31.2479659000,-93.9743556000,48403
TX1070041,32.2048735000,-95.8555207000,48213
CT1040011,41.5532772000,-72.0823688000,09011
MI0040503,42.5049385000,-83.3468784000,26125
AL0000361,31.3085039000,-86.4832913000,01039
IL0370051,41.9296095000,-88.6940401000,17037
TX2100011,31.7954512000,-94.1790862000,48419
MI0000440,46.0927322000,-88.6423544000,26071
MO1010301,38.5611247000,-94.1913332000,29037
LA1079027,31.1465757000,-92.4973598000,22079
TN0000013,36.4420071000,-85.3446879000,47133
WV3303803,38.2234533000,-80.0945099000,54075
PA6430057,41.4044990000,-80.3911785000,42085
NE3111111,41.1566621000,-101.1268239000,31111
KY0720113,37.0944971000,-88.0803010000,21143
PA5100094,40.7164495000,-80.1205256000,42019
CA4810001,38.1153501000,-122.1064668000,06095
NC0351015,35.5365485000,-78.2844435000,37101
TX1390014,33.5462168000,-95.7257949000,48277
MT0000271,47.0624732000,-109.4282380000,30027
CO0135883,40.3386932000,-105.5652071000,08069
PA7220017,40.2653681000,-76.7083033000,42043
MA4020000,41.7009504000,-70.3063094000,25001
CA1010004,36.1396780000,-120.3601496000,06019
KS2015902,38.2100111000,-98.2070059000,20159
MA3176000,42.4274971000,-71.1092012000,25017
MT0000232,47.5066989000,-111.3036673000,30013
TX1011746,29.7057858000,-95.4588299000,48201
MI0006710,43.7100157000,-82.9316072000,26063
TX1260006,32.4334742000,-97.1025077000,48251
MS0370011,31.3299729000,-89.4174641000,28073
MO6010505,38.6283838000,-91.0576449000,29219
MS0450010,32.4600000000,-90.1200000000,28089
VA5135160,37.1732074000,-78.1233329000,51135
PA1150106,39.9831616000,-75.8238355000,42029
NJ1427008,40.8902980000,-74.7454112000,34027
TX1110004,30.4332061000,-97.6005786000,48453
LA1029006,31.6301664000,-91.5545649000,22029
MA3344000,42.4523030000,-71.1369959000,25017
OR4100324,44.8814151000,-124.0345930000,41041
CA2410004,37.3868826000,-120.7235329000,06047
TX2460012,30.5687175000,-97.8487305000,48491
AR0000498,34.8984323000,-94.0907634000,05127
IN5216002,39.3372722000,-85.4835810000,18031
TN0000170,36.0153693000,-83.4148895000,47089
AL0000971,30.2537489000,-88.1144609000,01097
FL1230848,29.8100000000,-85.3000000000,12045
GA1630004,32.8668223000,-82.4040162000,13163
WI6180230,44.7470586000,-91.5015009000,55035
PA1150105,39.8220535000,-75.8274413000,42029
AR0000601,35.2231408000,-93.1579532000,05149
CA4710012,41.7926540000,-123.3785705000,06093
AL0001245,33.6238650000,-86.1141045000,01121
KY0420084,36.7417235000,-88.6367154000,21083
PA4110033,40.3059187000,-78.7759559000,42021
MS0770003,31.6748830000,-88.6461465000,28153
FL1320686,30.7124146000,-85.0202017000,12063
KY0710001,36.6675425000,-86.8519417000,21141
CA4310006,37.1305012000,-121.6543901000,06085
AZ0411018,32.7225680000,-110.6406547000,04021
OK2000501,35.4106432000,-99.4075507000,40009
CT1090081,41.2943477000,-72.5323139000,09007
TX1080034,26.1497977000,-97.9136112000,48215
AZ0401012,34.5058698000,-109.3609327000,04001
MI0005930,42.9294770000,-85.2130665000,26067
NE3102512,41.0044430000,-96.1600132000,31025
TX1020002,32.5416032000,-94.3663067000,48203
IL0990500,41.3308666000,-88.7081293000,17099
MA4197001,41.2708115000,-70.0264952000,25019
MI0002340,43.0630833000,-83.8510732000,26049
TX0610032,33.1426201000,-96.9694509000,48121
IL1790550,40.6150384000,-89.6223229000,17179
MS0120027,32.1743140000,-88.8314379000,28023
MD0100005,39.3143818000,-77.6249734000,24021
OK3004007,35.2427678000,-94.4593791000,40079
WA5366750,46.5703798000,-123.2973663000,53041
MO3010831,38.7459202000,-90.6529418000,29183
NJ2013001,41.1836440000,-74.4408385000,34037
MS0110002,31.9607734000,-90.9817325000,28021
KS2016914,38.8429060000,-97.6077855000,20169
MT0000308,47.6932004000,-114.1631275000,30047
KS2010707,38.1428068000,-94.8135731000,20107
CA5610056,34.2200000000,-119.1800000000,06111
OK1010815,34.2362054000,-96.6786131000,40069
OR4100057,46.1877469000,-123.8312721000,41007
NE3117901,41.4550118000,-96.3578639000,31177
MO2010450,40.5208627000,-92.5279662000,29197
IL0315880,41.9348537000,-87.8795230000,17031
KS2009102,38.9552537000,-94.9662608000,20091
NY5903464,41.0322939000,-73.7683784000,36119
MO6036075,38.4725525000,-90.8868042000,29071
NE3112303,41.6652507000,-103.1018755000,31123
IA8300184,41.4766571000,-95.3380549000,19155
LA1013012,32.3568222000,-92.9804374000,22013
CA4010004,35.1227524000,-120.6171130000,06079
TX1011600,30.0773024000,-95.4333426000,48201
LA1067002,32.7751347000,-91.7926255000,22067
NM3524832,34.6458473000,-106.7175669000,35061
CA1310002,32.6789476000,-115.4988834000,06025
IL1070400,40.0108767000,-89.2823140000,17107
WA5324050,47.9990269000,-122.1914014000,53061
TX1770002,32.4709519000,-100.4059384000,48353
IN5212004,40.1933707000,-86.3605539000,18023
MA3291000,42.4724446000,-70.9011786000,25009
CO0107473,39.9960635000,-105.0908147000,08013
OH1000112,40.6917271000,-81.1812148000,39019
KS2003102,38.0978030000,-95.8836000000,20031
MO4010370,36.3992284000,-90.0237041000,29069
LA1021009,32.0498810000,-92.1093026000,22021
MO4010945,37.0440972000,-89.6116265000,29201
MO4010543,36.8472748000,-89.6853599000,29143
NC0471111,35.1500000000,-80.8800000000,37119
IL0374850,41.6458634000,-88.6217432000,17037
WI7370159,44.7930232000,-89.7031784000,55073
WA5376530,46.9420431000,-122.6059582000,53067
TX0730021,31.5099280000,-97.1861821000,48309
AL0001489,31.3400515000,-85.7153754000,01045
OK1020515,35.4700993000,-95.5230356000,40091
NJ1206001,40.3823028000,-74.4203192000,34023
OH2301512,39.8987030000,-82.7562895000,39045
KY0910675,38.4272984000,-83.8632557000,21069
NM3519703,33.1973280000,-104.3730202000,35005
TX2460001,30.6240689000,-97.6874491000,48491
IN5206008,39.9267106000,-86.6288926000,18011
CA1910021,33.9372725000,-118.1298234000,06037
AL0000753,33.5481597000,-86.5444288000,01073
TX1080011,26.1595194000,-97.9908366000,48215
WI1280108,43.0813888000,-88.9117742000,55055
UTAH27030,37.3045087000,-113.6720186000,49053
UTAH04004,39.6841304000,-110.8546053000,49007
FL2010042,39.7522676000,-105.0031001000,08031
WA5321800,47.4156824000,-120.2931263000,53017
LA1001007,30.2349250000,-92.2684617000,22001
AR0000402,33.5845581000,-92.8343294000,05103
GA1650000,32.8040512000,-81.9492812000,13165
NJ1911003,41.0868014000,-74.5228916000,34037
KS2009905,37.0372916000,-95.0899613000,20099
VA4145675,37.7259444000,-77.6788173000,51085
AZ0413051,34.0708665000,-112.1507149000,04025
MI0003110,43.4147488000,-84.2305398000,26145
IA7073010,41.5700231000,-91.2637695000,19139
MS0770002,31.6748830000,-88.6461465000,28153
TN0000470,35.2416750000,-85.8179039000,47061
NJ1533002,42.4991994000,-83.3762651000,26125
TX2460038,30.6649119000,-97.9225161000,48491
NE3102516,40.8416672000,-96.2936215000,31025
MN1020001,45.1977428000,-93.3871758000,27003
KY0710378,36.8453199000,-86.8872190000,21141
WV3304405,38.8020322000,-81.3509532000,54087
PA1460059,40.2256585000,-75.4546230000,42091
GA2830000,32.3771182000,-82.5923554000,13283
IL1035100,41.6430884000,-89.2278681000,17103
IL1850200,38.4108801000,-87.7614174000,17185
NC0149010,35.7800000000,-80.8900000000,37097
LA1065004,32.4084765000,-91.1867771000,22065
GA2850000,33.1731769000,-84.9149360000,13285
OK3004005,35.2412073000,-94.6199440000,40079
MO3010181,38.9659893000,-92.3749340000,29019
GA2290001,31.3874383000,-82.1401193000,13229
MT0000361,46.9904554000,-104.1864623000,30109
MO2010497,39.7119703000,-92.9482526000,29115
CA3310002,33.9334088000,-116.9734685000,06065
ME0090570,44.5874877000,-68.2316054000,23009
NJ1528001,39.6953970000,-74.2587527000,34029
WA5318500,47.9543375000,-117.4768910000,53063
TX0070023,28.8605327000,-98.3477901000,48013
MI0001770,41.8889360000,-83.7788283000,26091
MO1010696,40.4111122000,-95.5169286000,29005
MS0540012,34.2151108000,-89.9478679000,28107
AR0000026,36.0050730000,-92.4043257000,05005
TX1710001,35.8653789000,-101.9732236000,48341
NE3117905,41.5446975000,-96.1350702000,31177
NJ1503001,39.5592848000,-74.2431962000,34029
IL0855150,42.1275267000,-87.8289548000,17031
FL3481199,28.5802998000,-81.4828198000,12095
AZ0407045,33.9697664000,-112.7301882000,04013
NY4910589,42.6841834000,-76.8728167000,36099
IL1790100,40.6441370000,-89.5969060000,17179
VA2139330,38.6653970000,-78.4594522000,51139
SD4600222,44.7147081000,-103.4207436000,46019
NH0911010,43.0209998000,-71.5486562000,33011
TX1160005,33.3706654000,-96.0688607000,48231
KS2005913,38.4805696000,-95.4669245000,20059
TX1780015,27.7903032000,-97.6688843000,48355
NH1681010,43.2730872000,-70.9903438000,33017
ID1090107,48.1807415000,-116.9093650000,16017
SC2310005,34.9368710000,-82.2408116000,45045
IA0709084,42.5348993000,-92.4453161000,19013
KS2009301,37.9405752000,-101.2548920000,20093
MA2158000,42.5295344000,-71.4893013000,25017
MS0780005,33.5406769000,-89.2670124000,28155
MO5010645,36.5945173000,-94.3841031000,29119
OK1020710,35.5565800000,-95.6531966000,40101
TX0450002,29.5896836000,-96.3335769000,48089
TX0660001,27.5989194000,-98.4080661000,48131
TX2350004,28.8052674000,-97.0035982000,48469
NE3112707,40.4108337000,-95.9980593000,31127
KS2001506,37.7975170000,-96.9997580000,20015
IL0050300,38.9989350000,-89.5736984000,17005
NJ0614003,39.4787827000,-75.0377502000,34011
CA3310005,33.8260078000,-116.5440743000,06065
KY1040210,36.9847899000,-85.0630100000,21207
NE3104101,41.6405620000,-99.3712162000,31041
SC4420001,34.7154122000,-81.6237110000,45087
WI1220092,42.6055549000,-90.4298502000,55043
MO1010466,39.2500000000,-94.4200000000,29047
ID3020002,44.7298876000,-116.4381985000,16003
OK2001204,33.9430894000,-95.5138162000,40023
TX0140118,31.0821470000,-97.2437105000,48027
WI2460111,43.3197265000,-87.9534226000,55089
OH3101812,39.2236694000,-84.4421641000,39061
LA1089001,29.9321498000,-90.3664694000,22089
LA1079028,31.3194380000,-92.4672927000,22079
NJ0502001,38.9351125000,-74.9060053000,34009
TX0460001,29.6970869000,-98.1160654000,48091
IA8400722,43.0719637000,-95.9047077000,19167
MS0070004,33.8170488000,-89.3416670000,28013
NV0001015,36.1699412000,-115.1398296000,32003
OR4100860,44.3528981000,-121.1778129000,41017
NJ1315001,40.2303787000,-74.2766186000,34025
MO4024521,36.6208917000,-90.8234551000,29181
MS0570011,31.2837867000,-90.4684315000,28113
GA0090000,33.0801429000,-83.2320991000,13009
IL1415100,41.8389213000,-89.4795478000,17103
UTAH25109,40.2338438000,-111.6585337000,49049
ID3380005,44.0076639000,-116.9165461000,16075
LA1103022,30.4043607000,-90.1570232000,22103
WA5393063,47.2150945000,-123.1007066000,53045
WA5365300,47.2611543000,-122.2475290000,53033
CO0142700,37.3449960000,-108.2892487000,08083
CA3510002,36.8455108000,-121.5379974000,06069
LA1059004,31.9029424000,-92.2431938000,22059
PA5020012,40.3730698000,-79.8492812000,42003
WI8660304,45.7393928000,-91.9254537000,55129
WA5385260,48.0795365000,-123.1018438000,53009
PA4110299,40.3781296000,-78.7605764000,42021
TX1750015,32.0928445000,-96.4647723000,48349
TX1470006,31.6798895000,-96.4822030000,48293
MS0640001,31.8771037000,-89.9620250000,28127
GA0350000,33.2537340000,-83.8985171000,13035
FL6511255,28.2356313000,-82.7455027000,12101
TX0740036,33.5773275000,-96.1783111000,48147
OK1020910,36.1198996000,-97.0888415000,40119
ND4000833,48.6608328000,-99.8415330000,38079
CA3600009,34.3965399000,-117.1500048000,06071
UTAH07006,40.2994030000,-109.9887605000,49013
IL0312010,42.0326335000,-87.8107561000,17031
MS0170001,34.8239870000,-89.9937018000,28033
IL0314400,42.0039178000,-87.9703461000,17031
OH7400512,41.2561649000,-83.0515829000,39143
IL1630800,38.4903270000,-89.7931540000,17163
IL1190350,38.7394918000,-89.6712008000,17119
IL0010700,40.0747682000,-91.3673711000,17001
IL0930250,41.6411409000,-88.4472948000,17093
MN1700008,44.7451216000,-93.3590446000,27139
NH1471010,42.9561485000,-71.4418101000,33011
AZ0411009,33.5079722000,-112.1012912000,04013
ID1280147,47.7179578000,-116.9515856000,16055
TX2100002,31.9437799000,-94.2440865000,48419
PA1460042,40.2562130000,-75.4637876000,42091
OH3101212,39.2292249000,-84.4577201000,39061
MO5010142,37.1764470000,-94.3102228000,29097
TX0810003,31.7879419000,-96.4624814000,48161
IL1430400,40.6917043000,-89.7951061000,17143
