PWS ID,lat,lng,FIPS
LA1047005,30.2890833000,-91.2342744000,22047
AL0000302,31.3857239000,-85.9293861000,01031
OK1020705,35.7486798000,-96.6580726000,40081
NY5001208,42.5080296000,-77.4931403000,36101
VA3740600,36.8400000000,-76.3000000000,51740
TX0200018,29.2096878000,-95.5168874000,48039
IL1115250,41.1200325000,-87.8611531000,17091
CA2410012,37.4040942000,-120.8504738000,06047
PA6200019,41.7578330000,-80.3678424000,42039
KS2015514,37.8989003000,-97.7828272000,20155
OH7600011,40.9153362000,-81.1059309000,39151
NC0363112,35.1500000000,-80.8800000000,37119
TX2210002,32.4706777000,-100.0128739000,48441
OH6000212,40.1214579000,-82.0106918000,39119
OH7400411,41.1569980000,-83.4168702000,39147
OH1400111,39.1867298000,-83.9321521000,39015
MA4050000,42.1841964000,-71.1329685000,25021
IN5252006,40.8831011000,-85.4974760000,18069
ME0091570,46.7882172000,-68.1567015000,23003
SC3820001,33.6157083000,-81.1020414000,45075
PA3060069,40.2645371000,-75.8040852000,42011
CA3710006,33.0902850000,-117.0499859000,06073
PA5650032,40.3014581000,-79.5389289000,42129
OK2005507,35.5658936000,-97.2869781000,40109
ME0090300,43.5417803000,-70.4450350000,23031
KS2008301,38.0844625000,-99.8934619000,20083
NM3521208,32.2246101000,-104.0715779000,35015
OH6600712,39.0681252000,-83.0143443000,39131
LA1039003,30.6879749000,-92.2715157000,22039
WA5349000,45.8206794000,-120.8217312000,53039
MT0000266,48.0199690000,-114.2279084000,30029
NC0241020,35.9500000000,-80.0000000000,37081
NC0120010,35.0875836000,-84.0346315000,37039
MO6024299,38.2487346000,-90.4841907000,29099
MS0340015,31.6944561000,-89.1406904000,28067
NM3508817,35.4025272000,-108.2234015000,35031
CA3310019,33.7608141000,-116.7378585000,06065
AZ0411039,33.4150485000,-111.5495777000,04021
IL2034450,40.6425722000,-89.2752270000,17203
TX1090018,32.0455747000,-96.9641920000,48217
WV3304507,37.6515095000,-80.7542478000,54089
AZ0408017,33.5388471000,-111.9641728000,04013
TN0000530,36.2010725000,-83.0520766000,47059
WV3300408,38.8562068000,-80.6548179000,54007
MA3057000,42.3917638000,-71.0328284000,25025
